budget_pct,n_escalated,classical_only_auprc,classical_only_auc,rbf_auprc,rbf_auc,q_fid_auprc,q_fid_auc,q_proj_auprc,q_proj_auc,gbm_auprc,gbm_auc,rnd_auprc,rnd_auc,delta_auprc_q_vs_rbf,delta_auprc_ci_low,delta_auprc_ci_high,p_val_auprc,zero_in_ci,bonferroni_p,bh_fdr_q
0.5,10,0.3039974599296798,0.48331887713949717,0.30361196533958007,0.48316574279508756,0.3040607178077186,0.4831692496884709,0.30401584256090475,0.48316808072400985,0.30423612973280223,0.483366804682404,0.3028895208307422,0.4824678710117855,0.0005189555395484982,-0.0004971514819629055,0.002300353879089978,0.688,True,1.0,0.8599999999999999
1.0,20,0.3039974599296798,0.48331887713949717,0.3029820326403648,0.48300676362837214,0.3032691022339534,0.4830114394862167,0.3032307767649877,0.4829062326847139,0.3043344611042801,0.48327328752551263,0.30109987459222276,0.47979386480692215,0.0004328119583823099,-0.0007081763737641854,0.0024108258040788128,0.61,True,1.0,1.0
2.0,40,0.3039974599296798,0.48331887713949717,0.30500577609923724,0.4834790252706737,0.3041018375381259,0.4832417254850618,0.3070504559669428,0.48025502128684283,0.30440018537111935,0.4825958726202806,0.300943387233172,0.4808956138115489,-0.0008623726589761439,-0.005584968629134032,0.003616122001887185,0.714,True,1.0,0.714
5.0,100,0.3039974599296798,0.48331887713949717,0.30131795959246377,0.4828740861620325,0.2997452652585197,0.4826040553715086,0.3030127140918202,0.4798043854870724,0.310283134708711,0.48264146223426513,0.2974799013764495,0.47610811986094,-0.0014808687367827086,-0.006562477681676289,0.0035147684037703224,0.526,True,1.0,1.0
10.0,200,0.3039974599296798,0.48331887713949717,0.3022840634933866,0.48383439046686105,0.2974726586968266,0.48284077067489,0.3045284707960624,0.47938764965667513,0.31128433791208776,0.48389225420768756,0.3061620914057127,0.4802351488910034,-0.004975739273537197,-0.012911167426975439,0.0020145028875244884,0.144,True,0.72,0.72
