config,scaling,rotation,layers,kta,cka_to_rbf,effective_rank,system_auprc_b5,gate_count
arctan_rotX_L1,arctan,X,1,0.07435767363318857,0.9444112226817953,3.5042160867044108,0.30958760455899587,3
arctan_rotX_L2,arctan,X,2,0.05840522150341172,0.3810576823804458,3.435227580887384,0.300331880654139,6
arctan_rotY_L1,arctan,Y,1,0.07435767363318858,0.9444112226817956,3.5042160867044108,0.30958760455899587,3
arctan_rotZ_L1,arctan,Z,1,0.0576,-0.02708889671051049,0.9999999999989999,0.3026421842226513,3
minmax_pi_rotX_L1,minmax_pi,X,1,0.07148661580579642,0.8239508741126248,3.871441037676918,0.3101097671483777,3
linear_clip_rotX_L1,linear_clip,X,1,0.07814420330160363,0.8970010715114177,2.887236128084512,0.3099693064889411,3
